lot_id,first_issue_date,first_issue_year,outcome,lot_size_original,lot_size_source,land_width,land_depth,geolocalarea,roll_number,folioID,PID,site_id,tax_coord,lot_size_missing
023058234,2022-03-11,2022,sf_rebuild_or_upgrade,,residentialInventory,,,Sunset,016211765930057,A0000027DV,023058234,LMS1921,21176593,TRUE
023058242,2022-03-11,2022,sf_rebuild_or_upgrade,,residentialInventory,,,Sunset,016211765930058,A0000027DW,023058242,LMS1921,21176593,TRUE
023058251,2022-03-11,2022,sf_rebuild_or_upgrade,,residentialInventory,,,Sunset,016211765930059,A0000027DX,023058251,LMS1921,21176593,TRUE
023058269,2022-03-11,2022,sf_rebuild_or_upgrade,,residentialInventory,,,Sunset,016211765930060,A0000027DY,023058269,LMS1921,21176593,TRUE
023058277,2022-03-11,2022,sf_rebuild_or_upgrade,,residentialInventory,,,Sunset,016211765930061,A0000027DZ,023058277,LMS1921,21176593,TRUE
023058285,2022-03-11,2022,sf_rebuild_or_upgrade,,residentialInventory,,,Sunset,016211765930062,A0000027E0,023058285,LMS1921,21176593,TRUE
023058293,2022-03-11,2022,sf_rebuild_or_upgrade,,residentialInventory,,,Sunset,016211765930063,A0000027E1,023058293,LMS1921,21176593,TRUE
023076607,2018-10-10,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018828315560044,A000002GY3,023076607,LMS1964,82831556,TRUE
023076615,2018-10-10,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018828315560045,A000002GY4,023076615,LMS1964,82831556,TRUE
023076623,2018-10-10,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018828315560046,A000002GY5,023076623,LMS1964,82831556,TRUE
023076631,2018-10-10,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018828315560047,A000002GY6,023076631,LMS1964,82831556,TRUE
023087102,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370041,A000002HKG,023087102,LMS1978,83727737,TRUE
023087111,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370042,A000002HKH,023087111,LMS1978,83727737,TRUE
023087129,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370043,A000002HKJ,023087129,LMS1978,83727737,TRUE
023087137,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370044,A000002HKK,023087137,LMS1978,83727737,TRUE
023087145,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370045,A000002HKL,023087145,LMS1978,83727737,TRUE
023087153,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370046,A000002HKM,023087153,LMS1978,83727737,TRUE
023087161,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370047,A000002HKN,023087161,LMS1978,83727737,TRUE
023087170,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370048,A000002HKP,023087170,LMS1978,83727737,TRUE
023087188,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370049,A000002HKQ,023087188,LMS1978,83727737,TRUE
023087200,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370051,A000002HKS,023087200,LMS1978,83727737,TRUE
023087218,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370052,A000002HKT,023087218,LMS1978,83727737,TRUE
023087226,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370053,A000002HKU,023087226,LMS1978,83727737,TRUE
023087234,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370054,A000002HKV,023087234,LMS1978,83727737,TRUE
023087242,2018-08-29,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Killarney,018837277370055,A000002HKW,023087242,LMS1978,83727737,TRUE
023157950,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280001,A000003NXS,023157950,LMS2080,59711728,TRUE
023157976,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280003,A000003NXU,023157976,LMS2080,59711728,TRUE
023157984,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280004,A000003NXV,023157984,LMS2080,59711728,TRUE
023158000,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280006,A000003NXX,023158000,LMS2080,59711728,TRUE
023158018,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280007,A000003NXY,023158018,LMS2080,59711728,TRUE
023158042,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280010,A000003NY1,023158042,LMS2080,59711728,TRUE
023158051,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280011,A000003NY2,023158051,LMS2080,59711728,TRUE
023158069,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280012,A000003NY3,023158069,LMS2080,59711728,TRUE
023158085,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280014,A000003NY5,023158085,LMS2080,59711728,TRUE
023158093,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280015,A000003NY6,023158093,LMS2080,59711728,TRUE
023158123,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280018,A000003NY9,023158123,LMS2080,59711728,TRUE
023158140,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280020,A000003NYB,023158140,LMS2080,59711728,TRUE
023158166,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280022,A000003NYD,023158166,LMS2080,59711728,TRUE
023158174,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280023,A000003NYE,023158174,LMS2080,59711728,TRUE
023158191,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280025,A000003NYG,023158191,LMS2080,59711728,TRUE
023158212,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280027,A000003NYJ,023158212,LMS2080,59711728,TRUE
023158221,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280028,A000003NYK,023158221,LMS2080,59711728,TRUE
023158247,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280030,A000003NYM,023158247,LMS2080,59711728,TRUE
023158271,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280033,A000003NYQ,023158271,LMS2080,59711728,TRUE
023158280,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280034,A000003NYR,023158280,LMS2080,59711728,TRUE
023158301,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280036,A000003NYT,023158301,LMS2080,59711728,TRUE
023158310,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280037,A000003NYU,023158310,LMS2080,59711728,TRUE
023158328,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280038,A000003NYV,023158328,LMS2080,59711728,TRUE
023158344,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280040,A000003NYX,023158344,LMS2080,59711728,TRUE
023158387,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280044,A000003NZ1,023158387,LMS2080,59711728,TRUE
023158395,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280045,A000003NZ2,023158395,LMS2080,59711728,TRUE
023158409,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280046,A000003NZ3,023158409,LMS2080,59711728,TRUE
023158417,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280047,A000003NZ4,023158417,LMS2080,59711728,TRUE
023158425,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280048,A000003NZ5,023158425,LMS2080,59711728,TRUE
023158433,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280049,A000003NZ6,023158433,LMS2080,59711728,TRUE
023158476,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280053,A000003NZA,023158476,LMS2080,59711728,TRUE
023158484,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280054,A000003NZB,023158484,LMS2080,59711728,TRUE
023158522,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280058,A000003NZF,023158522,LMS2080,59711728,TRUE
023158531,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280059,A000003NZG,023158531,LMS2080,59711728,TRUE
023158557,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280061,A000003NZJ,023158557,LMS2080,59711728,TRUE
023158565,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280062,A000003NZK,023158565,LMS2080,59711728,TRUE
023158573,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280063,A000003NZL,023158573,LMS2080,59711728,TRUE
023158638,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280065,A000003NZN,023158638,LMS2080,59711728,TRUE
023158654,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280067,A000003NZQ,023158654,LMS2080,59711728,TRUE
023158662,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280068,A000003NZR,023158662,LMS2080,59711728,TRUE
023158689,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280070,A000003NZT,023158689,LMS2080,59711728,TRUE
023158697,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280071,A000003NZU,023158697,LMS2080,59711728,TRUE
023158701,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280072,A000003NZV,023158701,LMS2080,59711728,TRUE
023158719,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280073,A000003NZW,023158719,LMS2080,59711728,TRUE
023158735,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280075,A000003NZY,023158735,LMS2080,59711728,TRUE
023158743,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280076,A000003NZZ,023158743,LMS2080,59711728,TRUE
023158751,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280077,A000003P00,023158751,LMS2080,59711728,TRUE
023158760,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280078,A000003P01,023158760,LMS2080,59711728,TRUE
023158786,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280080,A000003P03,023158786,LMS2080,59711728,TRUE
023158794,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280081,A000003P04,023158794,LMS2080,59711728,TRUE
023158808,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280082,A000003P05,023158808,LMS2080,59711728,TRUE
023158832,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280085,A000003P08,023158832,LMS2080,59711728,TRUE
023158859,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280087,A000003P0A,023158859,LMS2080,59711728,TRUE
023158875,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280089,A000003P0C,023158875,LMS2080,59711728,TRUE
023158891,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280091,A000003P0E,023158891,LMS2080,59711728,TRUE
023158905,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280092,A000003P0F,023158905,LMS2080,59711728,TRUE
023158921,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280094,A000003P0H,023158921,LMS2080,59711728,TRUE
023158948,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280096,A000003P0K,023158948,LMS2080,59711728,TRUE
023158972,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280098,A000003P0M,023158972,LMS2080,59711728,TRUE
023158981,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280099,A000003P0N,023158981,LMS2080,59711728,TRUE
023158999,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280100,A000003P0P,023158999,LMS2080,59711728,TRUE
023159006,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280101,A000003P0Q,023159006,LMS2080,59711728,TRUE
023159031,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280104,A000003P0T,023159031,LMS2080,59711728,TRUE
023159065,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280106,A000003P0V,023159065,LMS2080,59711728,TRUE
023159073,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280107,A000003P0W,023159073,LMS2080,59711728,TRUE
023159081,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280108,A000003P0X,023159081,LMS2080,59711728,TRUE
023159111,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280111,A000003P10,023159111,LMS2080,59711728,TRUE
023159138,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280113,A000003P12,023159138,LMS2080,59711728,TRUE
023159154,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280115,A000003P14,023159154,LMS2080,59711728,TRUE
023159171,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280117,A000003P16,023159171,LMS2080,59711728,TRUE
023159197,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280119,A000003P18,023159197,LMS2080,59711728,TRUE
023159201,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280120,A000003P19,023159201,LMS2080,59711728,TRUE
023159219,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280121,A000003P1A,023159219,LMS2080,59711728,TRUE
023159227,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280122,A000003P1B,023159227,LMS2080,59711728,TRUE
023159243,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280124,A000003P1D,023159243,LMS2080,59711728,TRUE
023159260,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280125,A000003P1E,023159260,LMS2080,59711728,TRUE
023159278,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280126,A000003P1F,023159278,LMS2080,59711728,TRUE
023159294,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280128,A000003P1H,023159294,LMS2080,59711728,TRUE
023159324,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280131,A000003P1L,023159324,LMS2080,59711728,TRUE
023159332,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280132,A000003P1M,023159332,LMS2080,59711728,TRUE
023159367,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280134,A000003P1P,023159367,LMS2080,59711728,TRUE
023159391,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280137,A000003P1S,023159391,LMS2080,59711728,TRUE
023159413,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280139,A000003P1U,023159413,LMS2080,59711728,TRUE
023159421,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280140,A000003P1V,023159421,LMS2080,59711728,TRUE
023159448,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280142,A000003P1X,023159448,LMS2080,59711728,TRUE
023159456,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280143,A000003P1Y,023159456,LMS2080,59711728,TRUE
023159464,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280144,A000003P1Z,023159464,LMS2080,59711728,TRUE
023159481,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280146,A000003P21,023159481,LMS2080,59711728,TRUE
023159553,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280153,A000003P28,023159553,LMS2080,59711728,TRUE
023159588,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280155,A000003P2A,023159588,LMS2080,59711728,TRUE
023159634,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280158,A000003P2D,023159634,LMS2080,59711728,TRUE
023159642,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280159,A000003P2E,023159642,LMS2080,59711728,TRUE
023159685,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280162,A000003P2H,023159685,LMS2080,59711728,TRUE
023159731,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280167,A000003P2N,023159731,LMS2080,59711728,TRUE
023159740,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280168,A000003P2P,023159740,LMS2080,59711728,TRUE
023159758,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280169,A000003P2Q,023159758,LMS2080,59711728,TRUE
023159766,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280170,A000003P2R,023159766,LMS2080,59711728,TRUE
023159774,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280171,A000003P2S,023159774,LMS2080,59711728,TRUE
023159804,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280174,A000003P2V,023159804,LMS2080,59711728,TRUE
023159821,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280176,A000003P2X,023159821,LMS2080,59711728,TRUE
023159839,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280177,A000003P2Y,023159839,LMS2080,59711728,TRUE
023159847,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280178,A000003P2Z,023159847,LMS2080,59711728,TRUE
023159863,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280180,A000003P31,023159863,LMS2080,59711728,TRUE
023159871,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280181,A000003P32,023159871,LMS2080,59711728,TRUE
023159880,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280182,A000003P33,023159880,LMS2080,59711728,TRUE
023159898,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280183,A000003P34,023159898,LMS2080,59711728,TRUE
023159910,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280185,A000003P36,023159910,LMS2080,59711728,TRUE
023159928,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280186,A000003P37,023159928,LMS2080,59711728,TRUE
023159936,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280187,A000003P38,023159936,LMS2080,59711728,TRUE
023159944,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280188,A000003P39,023159944,LMS2080,59711728,TRUE
023159961,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280190,A000003P3B,023159961,LMS2080,59711728,TRUE
023159987,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280192,A000003P3D,023159987,LMS2080,59711728,TRUE
023159995,2019-11-15,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026597117280193,A000003P3E,023159995,LMS2080,59711728,TRUE
023178892,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060001,A000001VY9,023178892,LMS2111,57726506,TRUE
023178906,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060002,A000001VYA,023178906,LMS2111,57726506,TRUE
023178914,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060003,A000001VYB,023178914,LMS2111,57726506,TRUE
023178922,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060004,A000001VYC,023178922,LMS2111,57726506,TRUE
023178931,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060005,A000001VYD,023178931,LMS2111,57726506,TRUE
023178949,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060006,A000001VYE,023178949,LMS2111,57726506,TRUE
023178957,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060007,A000001VYF,023178957,LMS2111,57726506,TRUE
023178965,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060008,A000001VYG,023178965,LMS2111,57726506,TRUE
023178973,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060009,A000001VYH,023178973,LMS2111,57726506,TRUE
023178981,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060010,A000001VYJ,023178981,LMS2111,57726506,TRUE
023178990,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060011,A000001VYK,023178990,LMS2111,57726506,TRUE
023179007,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060012,A000001VYL,023179007,LMS2111,57726506,TRUE
023179015,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060013,A000001VYM,023179015,LMS2111,57726506,TRUE
023179023,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060014,A000001VYN,023179023,LMS2111,57726506,TRUE
023179031,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060015,A000001VYP,023179031,LMS2111,57726506,TRUE
023179040,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060016,A000001VYQ,023179040,LMS2111,57726506,TRUE
023179058,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060017,A000001VYR,023179058,LMS2111,57726506,TRUE
023179066,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060018,A000001VYS,023179066,LMS2111,57726506,TRUE
023179074,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060019,A000001VYT,023179074,LMS2111,57726506,TRUE
023179082,2018-06-28,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014577265060020,A000001VYU,023179082,LMS2111,57726506,TRUE
023186445,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860003,A000003TGG,023186445,LMS2120,60111986,TRUE
023186453,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860004,A000003TGH,023186453,LMS2120,60111986,TRUE
023186461,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860005,A000003TGJ,023186461,LMS2120,60111986,TRUE
023186470,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860006,A000003TGK,023186470,LMS2120,60111986,TRUE
023186488,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860007,A000003TGL,023186488,LMS2120,60111986,TRUE
023186496,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860008,A000003TGM,023186496,LMS2120,60111986,TRUE
023186500,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860009,A000003TGN,023186500,LMS2120,60111986,TRUE
023186518,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860010,A000003TGP,023186518,LMS2120,60111986,TRUE
023186526,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860011,A000003TGQ,023186526,LMS2120,60111986,TRUE
023186534,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860012,A000003TGR,023186534,LMS2120,60111986,TRUE
023186542,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860013,A000003TGS,023186542,LMS2120,60111986,TRUE
023186551,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860014,A000003TGT,023186551,LMS2120,60111986,TRUE
023186569,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860015,A000003TGU,023186569,LMS2120,60111986,TRUE
023186577,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860016,A000003TGV,023186577,LMS2120,60111986,TRUE
023186585,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860017,A000003TGW,023186585,LMS2120,60111986,TRUE
023186593,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860018,A000003TGX,023186593,LMS2120,60111986,TRUE
023186607,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860019,A000003TGY,023186607,LMS2120,60111986,TRUE
023186615,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860020,A000003TGZ,023186615,LMS2120,60111986,TRUE
023186623,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860021,A000003TH0,023186623,LMS2120,60111986,TRUE
023186631,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860022,A000003TH1,023186631,LMS2120,60111986,TRUE
023186640,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860023,A000003TH2,023186640,LMS2120,60111986,TRUE
023186658,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860024,A000003TH3,023186658,LMS2120,60111986,TRUE
023186666,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860025,A000003TH4,023186666,LMS2120,60111986,TRUE
023186674,2018-02-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027601119860026,A000003TH5,023186674,LMS2120,60111986,TRUE
