lot_id,first_issue_date,first_issue_year,outcome,lot_size_original,lot_size_source,land_width,land_depth,geolocalarea,roll_number,folioID,PID,site_id,tax_coord,lot_size_missing
,2017-01-04,2017,sf_rebuild_or_upgrade,,,,,West End,027607109560000,,,024380482,60710956,TRUE
000179710,2017-02-21,2017,sf_rebuild_or_upgrade,9000,residentialInventory,90,100,Downtown,00020010,A0000HR7QA,000179710,015642623,19060127,FALSE
000328553,2019-09-16,2019,sf_rebuild_or_upgrade,7800,residentialInventory,62.4,125,West End,85598000,A0000D5615,000328553,025491792,60611984,FALSE
002401100,2021-03-24,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Mount Pleasant,013645197060027,A000001PB4,002401100,VAS1025,64519706,TRUE
002402076,2017-10-19,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002097629070037,A0000004WB,002402076,VAS464,09762907,TRUE
002404613,2019-01-22,2019,sf_rebuild_or_upgrade,2871,residentialInventory,33,87,Kensington-Cedar Cottage,014265655640000,A000001V3P,002404613,002404613,26565564,FALSE
002407949,2024-04-24,2024,duplex,3847.8,residentialInventory,33,116.6,Hastings-Sunrise,021616296600000,A000002UFA,002407949,EPS10769,61629660,FALSE
002417154,2022-10-04,2022,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027617114050020,A000003YEY,002417154,VAS414,61711405,TRUE
002417634,2018-08-16,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002096627660013,A0000004T1,002417634,VAS277,09662766,TRUE
002417839,2020-07-30,2020,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007688130040008,A00000145F,002417839,VAS90,68813004,TRUE
002418878,2023-03-03,2023,sf_rebuild_or_upgrade,6039,residentialInventory,49.5,122,Kensington-Cedar Cottage,023266705810000,A0000030YJ,002418878,002418878,26670581,FALSE
002422697,2017-03-10,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Arbutus Ridge,004090710050008,A000000LGX,002422697,VAS610,09071005,TRUE
002424363,2023-07-11,2023,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026124602890001,A000003JQ2,002424363,VAS1215,12460289,TRUE
002425521,2024-07-16,2024,sf_rebuild_or_upgrade,5848,residentialInventory,40,146.2,Renfrew-Collingwood,023713306220000,A0000034PX,002425521,002425521,71330622,FALSE
002425840,2024-09-12,2024,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014588255490001,A000001WM1,002425840,VAS1345,58825549,TRUE
002427427,2021-11-19,2021,sf_rebuild_or_upgrade,5445,residentialInventory,49.5,110,Kensington-Cedar Cottage,019225719500000,A000002JUV,002427427,002427427,22571950,FALSE
002430819,2022-10-04,2022,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027617114050009,A000003YEM,002430819,VAS414,61711405,TRUE
002435586,2020-12-15,2020,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002092627800008,A0000004ME,002435586,VAS392,09262780,TRUE
002436507,2025-06-04,2025,sf_rebuild_or_upgrade,9600.75,residentialInventory,76.5,125.5,Kerrisdale,010122758060000,A000001B6S,002436507,002436507,12275806,FALSE
002437741,2023-07-11,2023,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026124602890006,A000003JQ7,002437741,VAS1215,12460289,TRUE
002439433,2022-11-02,2022,sf_rebuild_or_upgrade,9447.9,residentialInventory,77,122.7,Shaughnessy,008121717070000,A00000158E,002439433,002439433,12171707,FALSE
002440903,2019-07-17,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026579186420008,A000003LLV,002440903,VAS1232,57918642,TRUE
002441136,2023-07-11,2023,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026124602890003,A000003JQ4,002441136,VAS1215,12460289,TRUE
002441357,2023-07-11,2023,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026124602890013,A000003JQE,002441357,VAS1215,12460289,TRUE
002441411,2025-05-16,2025,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027613119390029,A000003X9P,002441411,031972462,61311945,TRUE
002441705,2017-02-23,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002631087790024,A00000064S,002441705,VAS564,63108779,TRUE
002442264,2018-08-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002630062060011,A0000005H1,002442264,VAS94,63006206,TRUE
002442736,2025-11-27,2025,sf_rebuild_or_upgrade,,residentialInventory,,,Mount Pleasant,013645210960004,A000001PNB,002442736,VAS1176,64521096,TRUE
002445174,2023-10-11,2023,sf_rebuild_or_upgrade,5307.55,residentialInventory,50.5,105.1,Victoria-Fraserview,017790231940000,A000002CP6,002445174,002445174,79023194,FALSE
002445638,2017-11-27,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027120601770054,A000003S5X,002445638,VAS1023,12060177,TRUE
002445913,2019-10-10,2019,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027615118690015,A000003XU4,002445913,VAS1351,61511869,TRUE
002454181,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940001,A000003VEK,002454181,VAS374,60611094,TRUE
002454203,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940002,A000003VEL,002454203,VAS374,60611094,TRUE
002454220,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940003,A000003VEM,002454220,VAS374,60611094,TRUE
002454238,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940004,A000003VEN,002454238,VAS374,60611094,TRUE
002454246,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940005,A000003VEP,002454246,VAS374,60611094,TRUE
002454254,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940006,A000003VEQ,002454254,VAS374,60611094,TRUE
002454262,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940007,A000003VER,002454262,VAS374,60611094,TRUE
002454289,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940008,A000003VES,002454289,VAS374,60611094,TRUE
002454297,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940009,A000003VET,002454297,VAS374,60611094,TRUE
002454378,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940010,A000003VEU,002454378,VAS374,60611094,TRUE
002454394,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940011,A000003VEV,002454394,VAS374,60611094,TRUE
002454416,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940012,A000003VEW,002454416,VAS374,60611094,TRUE
002454432,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940013,A000003VEX,002454432,VAS374,60611094,TRUE
002454459,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940014,A000003VEY,002454459,VAS374,60611094,TRUE
002454475,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940015,A000003VEZ,002454475,VAS374,60611094,TRUE
002454491,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940016,A000003VF0,002454491,VAS374,60611094,TRUE
002454521,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940017,A000003VF1,002454521,VAS374,60611094,TRUE
002454548,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940018,A000003VF2,002454548,VAS374,60611094,TRUE
002454564,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940019,A000003VF3,002454564,VAS374,60611094,TRUE
002454581,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940020,A000003VF4,002454581,VAS374,60611094,TRUE
002454599,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940021,A000003VF5,002454599,VAS374,60611094,TRUE
002454611,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940022,A000003VF6,002454611,VAS374,60611094,TRUE
002454653,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940023,A000003VF7,002454653,VAS374,60611094,TRUE
002454670,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940024,A000003VF8,002454670,VAS374,60611094,TRUE
002454700,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940025,A000003VF9,002454700,VAS374,60611094,TRUE
002454726,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940026,A000003VFA,002454726,VAS374,60611094,TRUE
002454742,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940027,A000003VFB,002454742,VAS374,60611094,TRUE
002454807,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940028,A000003VFC,002454807,VAS374,60611094,TRUE
002454831,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940029,A000003VFD,002454831,VAS374,60611094,TRUE
002454866,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940030,A000003VFE,002454866,VAS374,60611094,TRUE
002454891,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940031,A000003VFF,002454891,VAS374,60611094,TRUE
002454912,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940032,A000003VFG,002454912,VAS374,60611094,TRUE
002454939,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940033,A000003VFH,002454939,VAS374,60611094,TRUE
002454955,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940034,A000003VFJ,002454955,VAS374,60611094,TRUE
002454971,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940035,A000003VFK,002454971,VAS374,60611094,TRUE
002455013,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940036,A000003VFL,002455013,VAS374,60611094,TRUE
002455021,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940037,A000003VFM,002455021,VAS374,60611094,TRUE
002455048,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940038,A000003VFN,002455048,VAS374,60611094,TRUE
002455064,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940039,A000003VFP,002455064,VAS374,60611094,TRUE
002455099,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940040,A000003VFQ,002455099,VAS374,60611094,TRUE
002455111,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940041,A000003VFR,002455111,VAS374,60611094,TRUE
002455153,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940042,A000003VFS,002455153,VAS374,60611094,TRUE
002455170,2017-09-14,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606110940043,A000003VFT,002455170,VAS374,60611094,TRUE
002460254,2025-02-20,2025,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014576265080034,A000001VT2,002460254,VAS127,57626508,TRUE
002460653,2019-06-03,2019,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606109310034,A000003VB6,002460653,VAS387,60610931,TRUE
002464543,2025-06-05,2025,sf_rebuild_or_upgrade,3894,residentialInventory,33,118,Kitsilano,002626097630000,A000000570,002464543,013931521,62609751,FALSE
002464799,2021-06-15,2021,sf_rebuild_or_upgrade,17220.21,residentialInventory,90.3,190.7,Shaughnessy,008702149420000,A00000167B,002464799,002464799,70214942,FALSE
002465299,2018-08-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002630062060053,A0000005J9,002465299,VAS94,63006206,TRUE
002465817,2017-02-23,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002631087790011,A00000064D,002465817,VAS564,63108779,TRUE
002470578,2025-07-29,2025,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027615118580008,A000003XQH,002470578,VAS178,61511858,TRUE
002470918,2020-11-26,2020,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027603109740070,A000003U2M,002470918,VAS198,60310974,TRUE
002473003,2023-07-04,2023,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027109606470004,A000003RJ6,002473003,VAS1203,10960647,TRUE
002481073,2017-11-14,2017,sf_rebuild_or_upgrade,3960,residentialInventory,33,120,Riley Park,015186691550000,A000002206,002481073,002481073,18669155,FALSE
002481464,2024-02-09,2024,duplex,3960,residentialInventory,33,120,Kensington-Cedar Cottage,023261738650000,A0000030XA,002481464,EPS11135,26173865,FALSE
002482665,2025-11-27,2025,sf_rebuild_or_upgrade,,residentialInventory,,,Mount Pleasant,013645210960001,A000001PN8,002482665,VAS1176,64521096,TRUE
002482690,2025-11-27,2025,sf_rebuild_or_upgrade,,residentialInventory,,,Mount Pleasant,013645210960002,A000001PN9,002482690,VAS1176,64521096,TRUE
002483955,2018-01-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007632124530088,A000000WAF,002483955,VAS1291,63212453,TRUE
002486121,2019-11-18,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Kerrisdale,005081752990008,A000000PYU,002486121,VAS1507,08175299,TRUE
002487551,2025-02-20,2025,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014576265080035,A000001VT3,002487551,VAS127,57626508,TRUE
002489066,2019-01-17,2019,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027607110940064,A000003W34,002489066,VAS320,60711094,TRUE
002490331,2017-06-21,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027602108460043,A000003TJL,002490331,VAS1470,60210846,TRUE
002492059,2019-02-04,2019,sf_rebuild_or_upgrade,11245.5,residentialInventory,76.5,147,Kerrisdale,010121758700000,A000001B2S,002492059,002492059,12175870,FALSE
002492415,2023-07-11,2023,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026124602890002,A000003JQ3,002492415,VAS1215,12460289,TRUE
002492687,2023-07-11,2023,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026124602890005,A000003JQ6,002492687,VAS1215,12460289,TRUE
002493284,2018-06-13,2018,sf_rebuild_or_upgrade,3960,residentialInventory,33,120,Sunset,016184751840000,A0000025NU,002493284,002493284,18475184,FALSE
002495708,2023-10-24,2023,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027615116570039,A000003XLF,002495708,VAS255,61511657,TRUE
002496135,2018-08-16,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002096627660033,A0000004TM,002496135,VAS277,09662766,TRUE
002541335,2023-07-11,2023,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026124602890004,A000003JQ5,002541335,VAS1215,12460289,TRUE
002549310,2020-08-18,2020,sf_rebuild_or_upgrade,3960,residentialInventory,40,99,Kitsilano,002041634940000,A0000003PN,002549310,002549310,04163494,FALSE
002556707,2020-07-30,2020,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007688130040072,A00000147B,002556707,VAS90,68813004,TRUE
002557053,2019-06-03,2019,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606109310029,A000003VB1,002557053,VAS387,60610931,TRUE
002565901,2021-12-21,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014255566060058,A000001UNL,002565901,VAS425,25556606,TRUE
002565935,2019-07-04,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Shaughnessy,008739130190014,A0000016W1,002565935,VAS368,13573006,TRUE
002567229,2018-01-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007632124530036,A000000W8X,002567229,VAS1291,63212453,TRUE
002570840,2025-05-16,2025,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027613119390014,A000003X98,002570840,031972462,61311945,TRUE
002570866,2019-06-03,2019,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606109310016,A000003VAN,002570866,VAS387,60610931,TRUE
002575396,2018-11-20,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Arbutus Ridge,004083715740025,A000000LCM,002575396,VAS146,08371574,TRUE
002578387,2018-11-13,2018,sf_rebuild_or_upgrade,3366,residentialInventory,33,102,Renfrew-Collingwood,023728276420000,A00000374L,002578387,002578387,72827642,FALSE
002578913,2021-06-19,2021,sf_rebuild_or_upgrade,3264.3,residentialInventory,31,105.3,Kensington-Cedar Cottage,015236701620000,A0000022TG,002578913,002578913,23670162,FALSE
002580730,2017-01-18,2017,sf_rebuild_or_upgrade,8110,residentialInventory,50,162.2,Arbutus Ridge,005074744570000,A000000PGN,002580730,002580730,07474457,FALSE
002581001,2017-06-21,2017,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027602108460034,A000003TJB,002581001,VAS1470,60210846,TRUE
002582341,2022-05-26,2022,sf_rebuild_or_upgrade,,residentialInventory,,,Mount Pleasant,013687197080010,A000001T3W,002582341,VAS300,68719708,TRUE
002582708,2019-07-19,2019,sf_rebuild_or_upgrade,3485,residentialInventory,41,85,Hastings-Sunrise,021271616020000,A000002TH6,002582708,002582708,27161602,FALSE
002584336,2024-05-02,2024,sf_rebuild_or_upgrade,15478,residentialInventory,71,218,Oakridge,010144797440000,A000001BR1,002584336,002584336,14479744,FALSE
002586240,2023-03-01,2023,sf_rebuild_or_upgrade,5319.6,residentialInventory,51.15,104,Renfrew-Collingwood,023275733560000,A0000031DR,002586240,EPS12055,27573356,FALSE
002593840,2017-02-23,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002631087790027,A00000064V,002593840,VAS564,63108779,TRUE
002598906,2025-08-13,2025,sf_rebuild_or_upgrade,4026,residentialInventory,33,122,Kensington-Cedar Cottage,019237744290000,A000002L82,002598906,002598906,23774429,FALSE
002599112,2020-11-23,2020,sf_rebuild_or_upgrade,3712.5,residentialInventory,33,112.5,Victoria-Fraserview,019244755230000,A000002LR2,002599112,002599112,24475523,FALSE
002600358,2017-09-19,2017,sf_rebuild_or_upgrade,5096.3,residentialInventory,41,124.3,Victoria-Fraserview,019237750620000,A000002L9A,002600358,002600358,23775062,FALSE
002600544,2018-02-16,2018,sf_rebuild_or_upgrade,4892.62,residentialInventory,44.6,109.7,Sunset,017188795440000,A000002AYH,002600544,002600544,18879544,FALSE
002604001,2020-01-07,2020,sf_rebuild_or_upgrade,3564,residentialInventory,33,108,Hastings-Sunrise,020600275430000,A000002SHE,002604001,002604001,60027543,FALSE
002604329,2018-08-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002630062060027,A0000005HH,002604329,VAS94,63006206,TRUE
002605473,2018-11-20,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Arbutus Ridge,004083715740092,A000000LEL,002605473,VAS146,08371574,TRUE
002605597,2023-06-14,2023,sf_rebuild_or_upgrade,4056.2,residentialInventory,34,119.3,Sunset,016196750940000,A0000026N4,002605597,002605597,19675094,FALSE
002608979,2017-02-21,2017,sf_rebuild_or_upgrade,9000,residentialInventory,90,100,Downtown,00020010,A0000NX89L,002608979,015642623,19060127,FALSE
002609517,2021-06-09,2021,sf_rebuild_or_upgrade,2830.24,residentialInventory,30.4,93.1,Kensington-Cedar Cottage,015228701310000,A0000022ML,002609517,002609517,22870131,FALSE
002618362,2018-07-06,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014586267090010,A000001WE9,002618362,VAS333,58626709,TRUE
002622424,2020-09-02,2020,sf_rebuild_or_upgrade,4026,residentialInventory,33,122,Hastings-Sunrise,020585305390000,A000002QNC,002622424,002622424,58530539,FALSE
002622971,2024-04-16,2024,duplex,4807.15,residentialInventory,39.5,121.7,Sunset,017226799640000,A000002BT6,002622971,EPS10977,22679964,FALSE
002625521,2020-02-19,2020,sf_rebuild_or_upgrade,3864.3,residentialInventory,33,117.1,Marpole,012137823140000,A000001FSZ,002625521,002625521,13782314,FALSE
002625555,2019-06-03,2019,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027606109310040,A000003VBC,002625555,VAS387,60610931,TRUE
002625881,2018-01-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007632124530017,A000000W8C,002625881,VAS1291,63212453,TRUE
002627311,2023-10-24,2023,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027615116570004,A000003XKE,002627311,VAS255,61511657,TRUE
002632454,2019-11-18,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Kerrisdale,005081752990007,A000000PYT,002632454,VAS1507,08175299,TRUE
002632489,2018-01-09,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007632124530093,A000000WAL,002632489,VAS1291,63212453,TRUE
002635836,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970001,A000001363,002635836,VAS542,68314697,TRUE
002635852,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970002,A000001364,002635852,VAS542,68314697,TRUE
002635861,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970003,A000001365,002635861,VAS542,68314697,TRUE
002635887,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970004,A000001366,002635887,VAS542,68314697,TRUE
002635917,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970005,A000001367,002635917,VAS542,68314697,TRUE
002635925,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970006,A000001368,002635925,VAS542,68314697,TRUE
002635933,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970007,A000001369,002635933,VAS542,68314697,TRUE
002635941,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970008,A00000136A,002635941,VAS542,68314697,TRUE
002635968,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970009,A00000136B,002635968,VAS542,68314697,TRUE
002635976,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970010,A00000136C,002635976,VAS542,68314697,TRUE
002635984,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970011,A00000136D,002635984,VAS542,68314697,TRUE
002635992,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970012,A00000136E,002635992,VAS542,68314697,TRUE
002636018,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970013,A00000136F,002636018,VAS542,68314697,TRUE
002636034,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970014,A00000136G,002636034,VAS542,68314697,TRUE
002636051,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970015,A00000136H,002636051,VAS542,68314697,TRUE
002636093,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970016,A00000136J,002636093,VAS542,68314697,TRUE
002636115,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970017,A00000136K,002636115,VAS542,68314697,TRUE
002636131,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970018,A00000136L,002636131,VAS542,68314697,TRUE
002636140,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970019,A00000136M,002636140,VAS542,68314697,TRUE
002636166,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970020,A00000136N,002636166,VAS542,68314697,TRUE
002636174,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970021,A00000136P,002636174,VAS542,68314697,TRUE
002636204,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970022,A00000136Q,002636204,VAS542,68314697,TRUE
002636221,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970023,A00000136R,002636221,VAS542,68314697,TRUE
002636239,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970024,A00000136S,002636239,VAS542,68314697,TRUE
002636247,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970025,A00000136T,002636247,VAS542,68314697,TRUE
002636271,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970026,A00000136U,002636271,VAS542,68314697,TRUE
002636298,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970027,A00000136V,002636298,VAS542,68314697,TRUE
002636301,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970028,A00000136W,002636301,VAS542,68314697,TRUE
002636328,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970029,A00000136X,002636328,VAS542,68314697,TRUE
002636336,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970030,A00000136Y,002636336,VAS542,68314697,TRUE
002636352,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970031,A00000136Z,002636352,VAS542,68314697,TRUE
002636379,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970032,A000001370,002636379,VAS542,68314697,TRUE
002636395,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970033,A000001371,002636395,VAS542,68314697,TRUE
002636417,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970034,A000001372,002636417,VAS542,68314697,TRUE
002636433,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970035,A000001373,002636433,VAS542,68314697,TRUE
002636450,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970036,A000001374,002636450,VAS542,68314697,TRUE
002636468,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970037,A000001375,002636468,VAS542,68314697,TRUE
002636506,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970038,A000001376,002636506,VAS542,68314697,TRUE
002636514,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970039,A000001377,002636514,VAS542,68314697,TRUE
002636522,2021-12-15,2021,sf_rebuild_or_upgrade,,residentialInventory,,,Fairview,007683146970040,A000001378,002636522,VAS542,68314697,TRUE
002637065,2019-12-04,2019,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027116601060025,A000003RVR,002637065,VAS1135,11660106,TRUE
002644916,2023-09-22,2023,sf_rebuild_or_upgrade,,residentialInventory,,,Kitsilano,002631077030008,A0000005XL,002644916,VAS219,63107703,TRUE
002648652,2020-09-11,2020,sf_rebuild_or_upgrade,3550.47,residentialInventory,31.9,111.3,Riley Park,016188728740000,A0000025VG,002648652,002648652,18872874,FALSE
002648717,2020-11-26,2020,sf_rebuild_or_upgrade,,residentialInventory,,,West End,027603109740005,A000003U0Q,002648717,VAS198,60310974,TRUE
002648831,2025-04-10,2025,sf_rebuild_or_upgrade,3295.6,residentialInventory,30.8,107,Riley Park,016195724410000,A0000026GT,002648831,002648831,19572441,FALSE
002648911,2018-07-06,2018,sf_rebuild_or_upgrade,,residentialInventory,,,Grandview-Woodland,014586267090011,A000001WEA,002648911,VAS333,58626709,TRUE
